trial,nrmse,n_res,rho,density,input_scale,leak_rate,reg,washout,train_len,test_len
867,0.05575202,312,0.80215997,0.01352499,4.84012600,0.59970412,0.04821599,658,9505,4301
868,0.08180564,338,0.88899586,0.42846927,2.33539260,0.36773561,0.28210403,567,4497,7363
869,0.29219615,646,0.86435013,0.21504023,1.22314005,0.21701323,0.04663320,119,8926,3719
870,0.07948079,629,0.69953415,0.07317139,1.91380065,0.28913551,0.13258769,543,12207,3471
871,0.24995369,948,0.96091499,0.48804250,4.75959041,0.15022679,0.40140480,728,9621,3988
872,0.05431086,868,0.75337795,0.02839206,2.08173056,0.88201321,0.10319194,442,7838,4063
873,0.03117304,672,0.91333273,0.38494021,3.09374734,0.62171539,0.16394528,254,13878,2334
874,0.38242644,130,0.81267838,0.39905072,2.00609432,0.13776122,0.04989878,617,8106,2745
875,0.08023837,504,0.96322438,0.28171510,2.42789748,0.24813317,0.22659168,542,18113,3857
876,0.18821422,714,0.58915500,0.16789267,3.88929872,0.23622948,0.49830032,554,16617,3937
877,0.05946293,417,0.57132098,0.49864213,1.21442068,0.47418734,0.44438219,701,13448,4305
878,0.05868322,566,0.98017773,0.16098502,0.41412059,0.68389338,0.21086920,123,17023,7213
879,0.08948592,310,0.61842562,0.38677944,4.51303272,0.39379539,0.36805553,305,17527,2905
880,0.05255406,379,0.50120900,0.31148047,0.35158059,0.81963475,0.25857403,666,23419,7125
881,0.03582740,600,0.84831418,0.35835951,0.42176592,0.91033123,0.23279215,488,22695,7384
882,0.10279665,730,0.96682261,0.29516118,2.73791416,0.21008803,0.48261167,77,16877,6880
883,0.87698072,153,0.68622999,0.02610648,3.69483705,0.05802723,0.27872194,359,13008,6921
884,0.09237247,401,0.59498730,0.29951699,0.68469993,0.33271240,0.13243546,180,20690,7348
885,2.24545654,814,1.04065592,0.16890143,4.02698896,0.81327980,0.02657610,63,18078,3263
886,0.02795544,902,0.82359211,0.17004109,3.33770243,0.78397135,0.46275680,582,23995,7257
887,0.14191154,153,0.70788041,0.01417476,3.11501156,0.22174775,0.49365259,228,18698,5228
888,0.02459641,992,0.62321562,0.08363436,2.15768975,0.70949798,0.20494406,149,17401,7389
889,0.10808034,662,0.69786171,0.23398198,2.28973024,0.29566473,0.21356950,238,3235,2333
890,0.04513829,279,0.69874960,0.15598581,4.01867995,0.56668753,0.23478868,409,19537,7138
891,0.02624036,220,0.69435537,0.12457163,1.68873130,0.90785972,0.19295443,728,4059,5065
892,0.19293126,988,0.82386454,0.36677776,4.65129099,0.32803118,0.26058669,542,19156,2811
893,0.03943685,287,0.73790279,0.46882594,1.80115303,0.72965877,0.43687599,729,20671,6123
894,0.07786171,239,0.60155030,0.33565167,0.57529754,0.88392632,0.45383597,645,7741,3024
895,0.13667922,230,1.04367167,0.48522384,4.27725824,0.16380092,0.49272881,382,5495,6870
896,0.26292747,997,0.66400539,0.42424961,2.10908049,0.24901890,0.09592292,562,17524,4022
897,0.04237789,464,0.59361600,0.08029765,1.55390802,0.50100981,0.19008170,662,11351,3157
898,13.77083757,303,0.59551420,0.37408102,4.67056929,0.48163826,0.01194132,675,24363,5134
899,0.03282093,694,0.89250345,0.29103639,1.30710694,0.60028723,0.07379545,275,19969,7040
900,0.28474417,189,0.75168647,0.14422832,4.12289959,0.16905871,0.47429209,209,11045,2259
901,0.03346709,718,0.69165614,0.23592696,4.07986993,0.88474588,0.17037396,546,19677,4133
902,0.03497610,452,0.82328099,0.16051125,2.93126510,0.83799936,0.20625994,121,12932,4487
903,1.93354895,861,0.60107965,0.38784318,1.86994584,0.06225470,0.02938468,105,21213,3442
904,0.06195842,957,0.88172636,0.37620757,2.55595704,0.40792317,0.23501250,519,2490,5883
905,6.61039289,779,0.96417800,0.04425716,3.04779655,0.19232331,0.04254587,620,22372,7355
906,0.02442748,273,0.79611610,0.18810376,4.39074542,0.95242403,0.40946929,226,7394,6615
907,0.11616745,836,0.76155814,0.39281887,4.20963498,0.68686024,0.46665442,327,16442,6956
908,0.20731304,227,0.83851260,0.48684930,4.92950582,0.15853470,0.31462408,421,10848,7469
909,0.73619955,365,0.81923161,0.11362753,4.90629801,0.34699696,0.05994740,504,11225,5043
910,0.03246321,233,0.56498174,0.14863593,2.83256934,0.69315625,0.31763594,320,23644,7088
911,0.04604974,106,0.74030747,0.41502738,3.02053494,0.88131721,0.42407318,409,17393,5643
912,0.09752024,459,0.52063197,0.09620377,3.52346575,0.34403855,0.25795648,554,10009,5865
913,0.17773992,791,1.01349908,0.28201647,1.72521087,0.16536611,0.29940050,665,4554,4316
914,0.06710601,353,0.83108707,0.42935178,2.53418203,0.67368303,0.14896105,352,20590,4866
915,0.05366641,275,0.61280591,0.21812948,1.02242080,0.42405477,0.13694284,324,20705,6537
916,0.04943100,272,0.74649782,0.21808284,3.68588364,0.57198856,0.15277426,69,8726,3357
917,0.16752254,316,0.84737273,0.43659427,3.73244706,0.27067757,0.19799246,702,16391,2701
918,0.12234980,577,0.84228760,0.49004295,0.51134350,0.96722161,0.49570331,507,23128,2207
919,0.07270457,871,0.90204717,0.16063044,0.15225612,0.71481457,0.48713696,203,21785,6174
920,0.03566995,531,1.04772517,0.20709899,2.29177498,0.48423825,0.47081989,394,6635,5770
921,0.08749991,807,0.86829457,0.41492734,1.87906649,0.35871482,0.33241415,369,12183,3224
922,0.19976813,225,1.02299689,0.38514332,0.39040307,0.33448485,0.46397134,155,14055,5395
923,0.39758487,510,0.84765954,0.30982490,1.08261624,0.14551924,0.38842911,347,4899,3897
924,0.04959991,645,0.53376047,0.45324720,0.91252655,0.98443893,0.39122761,517,6717,7423
925,0.07102050,935,0.53501009,0.24497415,1.84933348,0.70453652,0.26608562,312,17528,2014
926,0.04609801,155,0.68331126,0.37296704,2.11707013,0.62767322,0.20096192,117,3588,2294
927,0.08752055,381,0.60231244,0.49435165,0.16890617,0.33998656,0.32658335,527,16548,6234
928,0.21520587,774,0.99446593,0.44042703,3.82154466,0.15380830,0.35787525,514,16008,3581
929,0.06737506,139,0.60361686,0.26164136,0.47516846,0.45177100,0.41729420,649,23676,2662
930,0.02751848,739,0.58072566,0.40901815,1.27952793,0.80585093,0.16883482,130,22604,5350
931,0.30694998,594,0.75309400,0.12086932,2.01976707,0.17001644,0.49227841,571,2336,2116
932,0.06138466,914,0.60967265,0.01763217,2.59713487,0.40714503,0.12163481,430,20537,6274
933,0.02538202,676,0.64175121,0.22729129,2.09186663,0.85334653,0.25816437,72,4115,6371
934,0.13224555,469,0.96859024,0.29226209,0.21432243,0.45201085,0.36510082,366,22646,4585
935,0.03616611,269,0.88291364,0.14797763,1.64218116,0.65588203,0.21856664,51,21493,4592
936,2.13706430,557,0.59662210,0.14523981,1.13955795,0.16136253,0.01315991,286,13192,4677
937,1.23721095,104,0.60268845,0.30565879,0.13887845,0.04701453,0.31050223,551,12599,3571
938,0.04133776,338,0.50547700,0.03542816,4.77205071,0.66576071,0.45715972,60,20919,5318
939,0.09872707,696,0.77326528,0.40202558,2.99483092,0.29785989,0.23603912,352,11277,4753
940,0.02333323,660,0.93857631,0.05395276,2.99262625,0.67031488,0.36599907,193,20472,3403
941,0.18106484,222,0.83129333,0.20751161,2.10363355,0.13553834,0.17570624,709,11032,4365
942,0.28447726,732,0.92385335,0.06154811,0.69902172,0.24250067,0.27539375,397,13585,4188
943,0.47101640,972,0.80979158,0.32082640,2.72934587,0.11661144,0.16133038,719,17047,6260
944,0.10487951,425,0.97341314,0.47886909,4.30771856,0.54745680,0.09898637,442,8301,2941
945,2.87204629,582,0.81862467,0.38550092,3.02072458,0.81675680,0.00309246,659,16170,4339
946,2.42626120,493,0.99872193,0.07403580,3.31869489,0.04805582,0.01776148,488,2110,6370
947,0.05505060,909,0.64999550,0.15816005,0.95923080,0.44950954,0.18173620,521,18936,5550
948,0.03247167,970,0.79277117,0.16808530,4.93936207,0.68373144,0.19086386,599,7686,5347
949,0.04687183,194,1.03964325,0.14902895,1.81053395,0.94845917,0.25278559,607,4964,4588
950,0.07985084,864,0.91182178,0.06143188,0.03669281,0.84133431,0.34526479,149,3229,4784
951,0.03933159,246,0.98170975,0.06889945,1.79614105,0.63201536,0.32476947,86,17268,4491
952,1.81363102,609,0.60711972,0.37034486,1.03266121,0.06937427,0.13390106,188,5427,4862
953,0.13301868,366,0.83090618,0.48069371,3.44631730,0.18771584,0.16312098,349,10064,5197
954,0.33065458,828,0.78535445,0.06582602,1.54386937,0.15887060,0.10656120,706,9850,2984
955,1.02225729,510,0.77060839,0.13975849,2.19566718,0.76855899,0.00419382,151,21891,4953
956,0.52349046,803,1.04097933,0.18386604,0.47077435,0.24806949,0.03502498,561,9010,4420
957,2.91690391,768,0.92131102,0.39569575,3.73266440,0.26815105,0.00421911,133,13521,5264
958,7.01668183,865,0.57308372,0.03145655,0.62698593,0.04494325,0.08255133,633,7944,2274
959,2.59234182,774,0.87388093,0.10612281,0.70721359,0.05781031,0.06288881,275,3279,7068
960,0.01740454,552,0.66017727,0.44713117,2.55907919,0.93713929,0.42000079,56,14033,5916
961,0.02634738,708,0.64421461,0.44336720,1.47713118,0.84318748,0.32065868,172,12247,6298
962,2.32194193,355,0.76310514,0.04751201,1.41613271,0.06203873,0.12802808,514,6517,3115
963,6.08595928,890,0.65753306,0.06558283,1.61909586,0.02231160,0.33719481,695,13491,3109
964,1.18854362,252,0.51093269,0.30177442,3.58445389,0.01558668,0.46265978,558,24987,4359
965,0.10221387,710,0.75108127,0.05134036,2.43388157,0.26036915,0.48354111,247,8519,7433
966,0.63068639,328,0.83115780,0.44261072,0.14230283,0.84151186,0.00052219,124,16994,6974
967,0.34880396,552,0.99251273,0.49457895,1.90039625,0.22266410,0.21175602,659,19091,4401
968,0.04487724,385,0.88149368,0.13544044,3.48464081,0.44575555,0.49068737,58,12575,7375
969,0.03342724,505,0.88209156,0.27851445,1.87043170,0.73205083,0.37009903,709,20444,2158
970,0.05292931,309,0.75438051,0.11231043,1.59222280,0.49090955,0.29585773,695,4310,4715
971,0.05452793,253,0.85221657,0.19746043,1.34229005,0.51412603,0.32503304,689,12951,2413
972,0.82153613,827,0.54238500,0.29670394,1.15901890,0.18333342,0.03788189,209,11759,3621
973,0.02359198,922,0.79654590,0.31854280,4.45711321,0.78302133,0.32230113,200,18680,3609
974,0.06604688,607,0.89310214,0.33778861,3.71114450,0.37126995,0.27228391,652,8583,3766
975,0.05718686,198,0.73031219,0.46106961,1.57643461,0.54506672,0.24539640,676,8100,4642
976,0.48240306,959,0.66431863,0.22133277,0.40517906,0.12495237,0.17516739,101,3473,5840
977,6.87077173,815,0.70829285,0.17565060,1.25959184,0.91311306,0.05748412,498,24039,3893
978,0.05960840,279,0.75031224,0.24797721,3.32915624,0.52462885,0.32622786,509,10659,5622
979,4.04023600,737,0.82016148,0.27031471,0.88534555,0.14919945,0.00277124,398,14336,6758
980,0.02919379,391,0.60575941,0.31506735,3.37637552,0.94820514,0.32607689,336,7742,4801
981,0.02616599,333,0.97441862,0.46219586,1.89111776,0.66258205,0.37357963,55,10283,7042
982,0.05331623,771,1.00060183,0.13236853,0.79195394,0.51034990,0.24441699,132,14936,4097
983,2.14939698,389,0.89135453,0.44352957,0.51862668,0.03991096,0.30883307,560,14164,5358
984,0.05627445,948,0.89688506,0.30000845,3.05466555,0.44766697,0.20745815,483,18836,4287
985,0.05275838,253,0.77701859,0.06481844,2.01216548,0.49587212,0.16169901,390,23061,6926
986,1.99204922,353,0.73398599,0.10667355,1.28520448,0.05469435,0.29694809,692,15415,7091
987,0.15440744,154,0.82140049,0.05603777,1.30175618,0.19261172,0.23277234,393,11228,7217
988,0.03162016,368,0.95208608,0.34639548,4.72045921,0.68662545,0.46130452,658,14776,3705
989,0.20525605,893,0.66548057,0.40532861,2.81160024,0.46000919,0.15039816,712,22857,4644
990,0.09712936,254,0.99273058,0.36194207,4.95050516,0.25831667,0.46410485,638,19398,6625
991,0.13423503,483,0.95873780,0.18651531,2.40505071,0.21656488,0.21704614,182,7279,4368
992,0.06128119,994,0.77312783,0.27325692,1.37998472,0.36542253,0.26653227,448,6991,3603
993,0.48673565,789,0.72608001,0.42018362,1.77140254,0.49572688,0.06298629,213,24827,4973
994,0.15935041,796,0.54850474,0.32907041,2.84817733,0.19202469,0.48329837,147,19046,5370
995,0.10251719,419,0.66432307,0.41179516,1.04607711,0.30205988,0.17073527,714,17643,4039
996,0.06483681,173,0.64009646,0.18224728,4.21543247,0.54339552,0.18904729,717,9605,6448
997,0.06993993,676,0.50127133,0.22671800,4.46596665,0.58895495,0.34303156,163,21779,2146
998,0.86693341,577,0.57700538,0.16472353,3.61396951,0.46771774,0.03207378,58,6655,3549
999,0.02271133,326,0.67254482,0.29813526,4.77316828,0.93414929,0.42686717,224,14201,5548
1000,0.11513935,903,0.55490263,0.46598901,2.46038331,0.34729315,0.42236242,571,23266,4744
1001,0.01827879,796,0.80964304,0.05366265,4.49581734,0.87457816,0.46585338,60,20149,6488
1002,0.06524595,482,0.56669186,0.47172375,0.06936131,0.75649650,0.23706712,304,5548,2770
1003,0.04945136,377,0.59733822,0.27441222,0.60324572,0.67691545,0.46609756,51,20599,7310
1004,0.06068878,756,0.54929485,0.27970643,2.10581476,0.58724312,0.13445627,657,12054,3683
1005,0.20608655,524,0.62279571,0.23751302,3.40239200,0.46340827,0.14335107,609,18556,4375
1006,0.04910505,479,0.71950137,0.14525336,0.98279090,0.56652320,0.46011339,51,22356,2523
1007,0.10596325,477,0.61925320,0.42008003,1.48105316,0.27811904,0.36740072,523,13518,5368
1008,0.03633200,186,0.89964616,0.08152351,2.16989843,0.63571892,0.34930936,295,12842,3351
1009,0.02188113,490,0.63556955,0.14773586,2.04227838,0.85764455,0.20151057,162,19196,6497
1010,0.13686700,471,0.66554002,0.30982523,4.62327929,0.26293473,0.48211801,363,3784,6276
1011,0.25137431,670,1.03031459,0.25273817,0.47132575,0.36569111,0.47716935,497,11167,2970
1012,0.06702582,984,0.65569484,0.24072824,0.21546916,0.61077798,0.26521906,537,12973,5866
1013,0.05470112,137,0.91203860,0.45510291,3.67198698,0.51449527,0.42991167,625,13368,3859
1014,0.04677540,671,0.60124986,0.40232563,2.82062934,0.63071944,0.36353424,287,14676,3381
1015,0.05691473,382,0.70602144,0.29823226,1.57791588,0.46857241,0.24578364,288,3779,3969
1016,0.13775489,424,0.67946738,0.46902864,3.39229780,0.65713292,0.02954477,100,17937,6468
1017,0.03963024,243,0.71804118,0.42207506,0.88132086,0.61042779,0.47085599,598,6616,3395
1018,0.26541242,425,1.01415991,0.33378405,2.26012471,0.11295533,0.46841351,225,3837,5459
1019,0.15408659,472,0.61330685,0.15145897,0.20168687,0.91611101,0.00854441,596,16865,4350
1020,0.02803341,585,0.69031803,0.06295061,3.87831051,0.90665925,0.14390762,481,2227,3574
